1,101,4
1,103,4
1,104,4
1,107,4
1,110,5
1,111,1
1,114,3
1,115,4
1,116,5
1,118,3
1,119,3
1,122,4
1,123,5
1,125,3
2,102,3
2,103,3
2,104,3
2,105,4
2,106,4
2,108,3
2,109,1
2,111,2
2,112,3
2,114,4
2,116,2
2,117,2
2,118,3
2,120,4
2,122,5
2,123,4
2,125,2
3,102,3
3,103,5
3,105,4
3,106,5
3,107,5
3,108,1
3,110,2
3,111,4
3,112,4
3,113,1
3,114,4
3,115,4
3,116,5
3,117,2
3,118,4
3,119,5
3,120,5
3,122,4
3,123,5
3,124,3
4,101,4
4,103,3
4,104,4
4,105,3
4,106,5
4,107,3
4,108,5
4,110,4
4,111,1
4,112,4
4,113,1
4,114,5
4,115,2
4,116,4
4,117,3
4,118,2
4,119,5
4,120,4
4,122,2
4,123,4
4,124,1
4,125,1
5,101,4
5,103,5
5,104,4
5,105,3
5,106,5
5,107,5
5,108,3
5,109,1
5,110,5
5,111,4
5,112,4
5,113,1
5,114,5
5,116,5
5,117,3
5,118,4
5,119,5
5,120,4
5,121,2
5,122,5
5,123,5
5,124,4
5,125,3
6,101,2
6,102,5
6,104,5
6,105,3
6,106,4
6,107,5
6,108,4
6,109,3
6,110,3
6,111,1
6,112,4
6,113,1
6,114,4
6,116,5
6,117,2
6,118,4
6,119,4
6,120,5
6,122,3
6,123,3
6,124,3
6,125,1
7,101,2
7,102,1
7,103,5
7,104,2
7,105,3
7,106,3
7,107,3
7,108,2
7,109,1
7,110,3
7,111,1
7,112,5
7,113,3
7,114,5
7,115,3
7,116,4
7,117,3
7,118,2
7,119,4
7,120,3
7,121,1
7,122,4
7,123,3
7,124,3
8,102,4
8,104,4
8,105,3
8,106,5
8,108,3
8,109,1
8,110,4
8,111,2
8,118,3
8,119,3
8,122,4
8,123,5
9,101,2
9,102,1
9,103,1
9,104,5
9,105,4
9,106,4
9,107,3
9,108,4
9,109,1
9,110,3
9,111,4
9,112,5
9,114,3
9,115,3
9,116,5
9,117,2
9,118,2
9,119,5
9,122,2
9,123,4
9,125,1
10,102,3
10,103,1
10,104,4
10,105,5
10,106,5
10,107,5
10,108,3
10,110,3
10,111,4
10,112,5
10,114,4
10,115,4
10,116,5
10,118,4
10,119,5
10,120,4
10,122,4
10,123,5
11,102,5
11,105,4
11,106,5
11,107,5
11,108,5
11,110,4
11,111,4
11,115,4
11,117,1
11,118,3
11,119,5
11,120,5
11,122,4
11,123,3
11,124,2
12,101,4
12,102,4
12,103,5
12,104,4
12,105,3
12,106,4
12,107,4
12,108,5
12,109,1
12,110,3
12,111,3
12,112,3
12,113,5
12,114,3
12,117,1
12,118,4
12,119,5
12,120,5
12,122,5
12,123,5
12,124,2
12,125,2
13,106,4
13,108,3
13,109,1
13,110,3
13,111,2
13,112,2
13,114,4
13,117,2
13,118,3
13,119,5
13,120,5
13,123,5
14,102,4
14,104,4
14,105,5
14,106,5
14,107,4
14,108,3
14,109,2
14,110,4
14,111,3
14,112,5
14,114,5
14,115,4
14,118,3
14,119,5
14,120,5
14,122,5
14,123,5
14,125,2
15,101,3
15,102,4
15,106,4
15,107,4
15,108,5
15,118,4
15,119,5
15,120,4
15,122,5
15,123,4
15,124,4
16,102,5
16,104,3
16,105,5
16,106,5
16,107,3
16,109,2
16,110,4
16,111,2
16,118,5
16,119,5
16,122,4
16,123,5
17,106,4
17,110,1
17,111,3
17,117,1
17,118,3
17,123,4
18,102,4
18,103,5
18,104,4
18,105,5
18,106,4
18,109,2
18,110,4
18,111,3
18,112,3
18,116,5
18,117,4
18,118,4
18,119,5
18,120,4
18,121,1
18,122,3
18,123,4
18,125,1
19,102,4
19,105,2
19,106,3
19,109,5
19,110,2
19,111,1
19,112,5
19,113,1
19,118,4
19,119,5
19,120,4
19,122,5
19,123,4
19,124,1
19,125,1
20,101,5
20,102,4
20,104,5
20,105,3
20,106,1
20,107,4
20,108,2
20,110,5
20,111,2
20,114,3
20,118,3
20,119,5
20,120,4
20,121,1
20,122,5
20,123,4
20,124,2
20,125,2
21,101,5
21,102,2
21,103,5
21,104,4
21,105,4
21,106,3
21,107,4
21,108,4
21,109,2
21,111,5
21,112,5
21,114,4
21,115,5
21,117,4
21,118,5
21,119,5
21,120,4
21,121,1
21,122,4
21,123,4
21,124,1
21,125,1
22,102,2
22,103,3
22,104,4
22,105,3
22,106,5
22,107,3
22,108,2
22,109,1
22,110,5
22,111,5
22,112,3
22,114,3
22,115,4
22,116,5
22,117,1
22,118,5
22,119,5
22,120,5
22,121,1
22,122,4
22,123,5
22,124,2
22,125,2
23,102,4
23,104,3
23,105,4
23,106,4
23,107,4
23,108,2
23,110,2
23,111,4
23,112,3
23,113,1
23,115,4
23,119,3
23,122,4
23,123,4
23,124,2
24,102,5
24,104,5
24,105,3
24,106,5
24,107,5
24,109,1
24,110,4
24,111,1
24,112,5
24,114,5
24,115,3
24,118,3
24,119,5
24,120,5
24,121,1
24,122,5
24,123,4
24,124,4
24,125,2
25,102,4
25,104,3
25,105,3
25,106,5
25,107,3
25,108,2
25,109,2
25,110,3
25,111,3
25,112,4
25,113,2
25,114,4
25,116,4
25,117,1
25,118,4
25,119,4
25,120,5
25,121,1
25,122,4
25,123,4
25,124,4
25,125,2
